ID	PC	ContaminatingSample	IntendedSample
HG01992	2	-0.0100486	-0.0100486
HG01992	3	-0.0459207	-0.0459207
HG01992	4	-0.0795238	-0.0795238
HG01993	1	-0.130379	-0.0141504
HG01993	2	-0.0776877	-0.00712899
HG01993	3	-0.0591667	-0.0439626
HG01993	4	-0.00163585	-0.0738379
HG01997	1	-0.780714	-0.0143192
HG01997	2	1.06255	-0.00852285
HG01997	3	0.573797	-0.0461285
HG01997	4	0.554489	-0.0795954
HG01998	1	-0.0139127	-0.0139127
HG01998	2	-0.00853259	-0.00853259
HG01998	3	-0.0447881	-0.0447881
HG01998	4	-0.0788458	-0.0788458
HG02002	1	-0.01427	-0.01427
HG02002	2	-0.00545819	-0.00545819
HG02002	3	-0.0389665	-0.0389665
HG02002	4	-0.0677174	-0.0677174
HG02003	1	-0.168678	-0.0140799
HG02003	2	-0.23854	-0.00684588
HG02003	3	-0.22079	-0.040435
HG02003	4	0.68165	-0.0736853
HG02004	1	-0.0287638	-0.0143054
HG02004	2	-0.0362962	-0.0077164
HG02004	3	-0.154426	-0.0404936
HG02004	4	-0.0396088	-0.0731296
HG02006	1	0.855253	0.00668991
HG02006	2	-0.169467	0.000390786
HG02006	3	0.585537	-0.0191571
HG02006	4	0.0802916	-0.0247203
HG02008	1	-0.0563311	-0.0134979
HG02008	2	-0.0264973	-0.00884192
HG02008	3	0.13981	-0.0428843
HG02008	4	-0.356108	-0.0775979
HG02009	1	0.0271242	0.0271242
HG02009	2	-0.00040515	-0.00040515
HG02009	3	-0.000150468	-0.000150468
HG02009	4	0.00362865	0.00362865
HG02010	1	0.0281881	0.0281881
HG02010	2	0.000266049	0.000266049
HG02010	3	-0.000630831	-0.000630831
HG02010	4	0.0051227	0.0051227
HG02011	1	1.19513	0.0276199
HG02011	2	-0.158067	-0.00048298
HG02011	3	0.257863	-0.00126458
HG02011	4	0.679253	0.00490517
HG02012	1	0.585734	0.0301564
HG02012	2	0.552001	-0.00358742
HG02012	3	0.552737	-0.00284905
HG02012	4	0.55748	0.00187154
HG02013	1	0.033163	0.033163
HG02013	2	-0.00492676	-0.00492676
HG02013	3	-1.56689e-05	-1.56689e-05
HG02013	4	0.000878232	0.000878232
HG02014	1	1.24567	0.0288986
HG02014	2	0.585094	-0.000995339
HG02014	3	0.55234	0.00124255
HG02014	4	0.246482	0.00291382
HG02015	1	-0.0158337	-0.0158337
HG02015	2	-0.0297939	-0.0297939
HG02015	3	-0.000465116	-0.000465116
HG02015	4	0.0130711	0.0130711
HG02016	1	-0.23391	-0.0157883
HG02016	2	0.153884	-0.0277174
HG02016	3	0.873678	0.00235712
HG02016	4	0.438868	0.0112065
HG02017	1	-0.460034	-0.0162639
HG02017	2	0.0636748	-0.0314827
HG02017	3	0.917288	-0.00322297
HG02017	4	0.936628	0.0161223
HG02018	1	-0.0272985	-0.0164755
HG02018	2	-0.0194824	-0.0312255
HG02018	3	0.0205349	-0.000984591
HG02018	4	0.0092141	0.0174652
HG02019	1	-0.834491	-0.0164207
HG02019	2	-0.27926	-0.0317965
HG02019	3	1.4515	1.34208e-06
HG02019	4	0.527118	0.0189151
HG02020	1	-0.231077	-0.0163746
HG02020	2	-0.35129	-0.0318394
HG02020	3	0.668929	-0.0042353
HG02020	4	1.05918	0.0128664
HG02023	1	0.058866	-0.0159394
HG02023	2	0.416858	-0.0324825
HG02023	3	0.770221	-0.00375193
HG02023	4	0.0641451	0.0150701
HG02024	1	-0.015976	-0.015976
HG02024	2	-0.0326972	-0.0326972
HG02024	3	0.00135874	0.00135874
HG02024	4	0.0177715	0.0177715
HG02025	1	-0.400334	-0.0163299
HG02025	2	-0.344482	-0.0326993
HG02025	3	0.514334	-0.00121338
HG02025	4	1.01448	0.0174877
HG02026	1	-0.016435	-0.016435
HG02026	2	-0.0323282	-0.0323282
HG02026	3	-0.000982957	-0.000982957
HG02026	4	0.0190157	0.0190157
HG02027	1	-0.0530208	-0.0162035
HG02027	2	-0.0299913	-0.0320732
HG02027	3	0.123326	-0.00114587
HG02027	4	0.172582	0.01726
HG02028	1	-0.0163204	-0.0163204
HG02028	2	-0.0311542	-0.0311542
HG02028	3	-0.000473143	-0.000473143
HG02028	4	0.0167831	0.0167831
HG02029	1	0.150118	-0.0165607
HG02029	2	0.134163	-0.0325228
HG02029	3	0.162728	-0.00394326
HG02029	4	0.182926	0.0162307
HG02030	1	-0.0163812	-0.0163812
HG02030	2	-0.0316872	-0.0316872
HG02030	3	-0.00192602	-0.00192602
HG02030	4	0.0169176	0.0169176
HG02031	1	-0.0351499	-0.0164159
HG02031	2	-0.0659847	-0.0313058
HG02031	3	-0.0606232	-0.00082677
HG02031	4	0.0427504	0.0163077
HG02032	1	-0.708548	-0.0164331
HG02032	2	-0.0526003	-0.0314926
HG02032	3	1.04881	-0.00418039
HG02032	4	2.00772	0.0178016
HG02035	1	-0.19432	-0.016174
HG02035	2	-0.632419	-0.032083
HG02035	3	0.358576	-0.000522727
HG02035	4	1.00552	0.0158422
HG02040	1	-0.0160036	-0.0160036
HG02040	2	-0.031827	-0.031827
HG02040	3	0.000406553	0.000406553
HG02040	4	0.0162834	0.0162834
HG02047	1	-0.0161313	-0.0161313
HG02047	2	-0.0317321	-0.0317321
HG02047	3	-0.00137405	-0.00137405
HG02047	4	0.0145578	0.0145578
HG02048	1	-0.316984	-0.0164035
HG02048	2	-0.572629	-0.0319561
HG02048	3	0.286685	-0.000624282
HG02048	4	2.16331	0.017053
HG02049	1	0.0414473	-0.0157765
HG02049	2	-0.46415	-0.0316006
HG02049	3	-0.071898	0.000237853
HG02049	4	0.9165	0.0133321
HG02050	1	-0.0163053	-0.0163053
HG02050	2	-0.0317222	-0.0317222
HG02050	3	-0.000788211	-0.000788211
HG02050	4	0.0159294	0.0159294
HG02051	1	0.0340974	0.0340974
HG02051	2	-0.00565186	-0.00565186
HG02051	3	-0.00241556	-0.00241556
HG02051	4	0.00157098	0.00157098
HG02052	1	1.42486	0.0335552
HG02052	2	0.327707	-0.00395072
HG02052	3	1.07408	-0.0030502
HG02052	4	-0.0647098	0.00302859
HG02053	1	0.762169	0.0321519
HG02053	2	0.702295	-0.00338676
HG02053	3	0.320362	-0.00185133
HG02053	4	-0.420081	0.00225984
HG02054	1	1.04147	0.0291235
HG02054	2	0.0811163	-0.00132588
HG02054	3	-0.212426	-0.00252708
HG02054	4	0.113529	0.00278809
HG02055	1	0.873181	0.0296066
HG02055	2	0.0336205	-0.00177009
HG02055	3	1.02254	-0.00338099
HG02055	4	1.18653	0.00217284
HG02056	1	-0.0159934	-0.0159934
HG02056	2	-0.0307135	-0.0307135
HG02056	3	-0.00260031	-0.00260031
HG02056	4	0.0119955	0.0119955
HG02057	1	0.0557909	-0.0160389
HG02057	2	-0.397028	-0.031709
HG02057	3	-0.298276	-0.00394819
HG02057	4	1.06423	0.0129086
HG02058	1	-0.42556	-0.0158695
HG02058	2	-1.35877	-0.0290115
HG02058	3	1.03167	0.000557591
HG02058	4	2.51035	0.0132648
HG02059	1	-0.0162635	-0.0162635
HG02059	2	-0.0317412	-0.0317412
HG02059	3	0.000202393	0.000202393
HG02059	4	0.0155995	0.0155995
HG02060	1	-0.0165142	-0.0165142
HG02060	2	-0.0320756	-0.0320756
HG02060	3	-0.00215849	-0.00215849
HG02060	4	0.0157736	0.0157736
HG02061	1	-0.649068	-0.016283
HG02061	2	-0.0897426	-0.0315595
HG02061	3	0.567572	-0.00156259
HG02061	4	0.47599	0.0139508
HG02064	1	0.0540921	-0.0158685
HG02064	2	-0.0823885	-0.0321534
HG02064	3	0.266275	-0.000707238
HG02064	4	-0.0975607	0.013355
HG02067	1	-0.0160615	-0.0160615
HG02067	2	-0.0325348	-0.0325348
HG02067	3	-0.00157975	-0.00157975
HG02067	4	0.0165499	0.0165499
HG02068	1	1.22137	-0.0163163
HG02068	2	-0.925177	-0.0313565
HG02068	3	1.24084	-0.000340585
HG02068	4	1.0126	0.0173052
HG02069	1	-0.0162568	-0.0162568
HG02069	2	-0.0308582	-0.0308582
HG02069	3	-0.000415127	-0.000415127
HG02069	4	0.0159828	0.0159828
HG02070	1	-0.758317	-0.0162245
HG02070	2	0.493792	-0.0319618
HG02070	3	-0.804544	0.000432558
HG02070	4	1.66783	0.0177975
HG02071	1	0.233631	-0.016478
HG02071	2	-0.135498	-0.0322725
HG02071	3	0.157709	-0.00259523
HG02071	4	-0.203789	0.0161256
HG02072	1	-0.0965275	-0.0161562
HG02072	2	-0.0758534	-0.0318075
HG02072	3	0.600657	-0.00166675
HG02072	4	0.188117	0.0134593
HG02073	1	0.046309	-0.0165494
HG02073	2	-0.647025	-0.0317751
HG02073	3	2.24265	-0.00303816
HG02073	4	2.0779	0.0166835
HG02074	1	-0.76884	-0.0160752
HG02074	2	-0.289442	-0.0325134
HG02074	3	0.219636	-0.000283049
HG02074	4	0.71817	0.0168258
HG02075	1	-0.0160946	-0.0160946
HG02075	2	-0.0306391	-0.0306391
HG02075	3	0.000845104	0.000845104
HG02075	4	0.0146176	0.0146176
HG02076	1	-0.0162001	-0.0162001
HG02076	2	-0.0329456	-0.0329456
HG02076	3	-0.00340177	-0.00340177
HG02076	4	0.0160817	0.0160817
HG02077	1	-0.0308245	-0.0164265
HG02077	2	-0.0658293	-0.0324416
HG02077	3	0.00618351	-0.00325929
HG02077	4	-0.00246879	0.0171715
HG02078	1	-0.0164276	-0.0164276
HG02078	2	-0.0314946	-0.0314946
HG02078	3	-0.000895754	-0.000895754
HG02078	4	0.0166199	0.0166199
HG02079	1	-0.449188	-0.0164242
HG02079	2	-0.514713	-0.0314854
HG02079	3	1.32096	-0.00254413
HG02079	4	0.510275	0.016965
HG02080	1	-0.0163987	-0.0163987
HG02080	2	-0.0324878	-0.0324878
HG02080	3	-0.000655611	-0.000655611
HG02080	4	0.0169455	0.0169455
HG02081	1	-0.456316	-0.0165242
HG02081	2	0.89147	-0.0314657
HG02081	3	1.28645	-0.00225782
HG02081	4	-0.287206	0.0166595
HG02082	1	-0.110897	-0.016271
HG02082	2	-0.132121	-0.0331346
HG02082	3	0.0375033	-0.00570473
HG02082	4	0.107125	0.0164461
HG02083	1	-0.0120672	-0.0163891
HG02083	2	0.421305	-0.0317588
HG02083	3	0.95716	-0.000565927
HG02083	4	1.542	0.0160411
HG02084	1	-0.543238	-0.0163377
HG02084	2	-0.75483	-0.03181
HG02084	3	0.875357	-0.00187954
HG02084	4	0.861732	0.0164947
HG02085	1	-0.0782081	-0.0163037
HG02085	2	-0.213726	-0.032484
HG02085	3	-0.107402	-1.78699e-05
HG02085	4	0.0430263	0.017012
HG02086	1	-0.0357397	-0.0162347
HG02086	2	-0.112858	-0.0310742
HG02086	3	0.0682159	0.000294787
HG02086	4	0.284888	0.0171698
HG02087	1	-0.0161363	-0.0161363
HG02087	2	-0.0316527	-0.0316527
HG02087	3	-0.0024251	-0.0024251
HG02087	4	0.0147672	0.0147672
HG02088	1	-0.150273	-0.0159359
HG02088	2	-0.721076	-0.0315136
HG02088	3	0.109465	-0.00177086
HG02088	4	0.85604	0.016367
HG02089	1	-0.0136542	-0.0136542
HG02089	2	-0.00139711	-0.00139711
HG02089	3	-0.0384913	-0.0384913
HG02089	4	-0.0552376	-0.0552376
HG02090	1	-0.00838687	-0.00838687
HG02090	2	-0.000280176	-0.000280176
HG02090	3	-0.0321953	-0.0321953
HG02090	4	-0.0482857	-0.0482857
HG02091	1	-0.424355	-0.00970741
HG02091	2	-2.62931	-0.000626195
HG02091	3	2.15345	-0.0351667
HG02091	4	1.23328	-0.05088
HG02095	1	0.0223331	0.0317355
HG02095	2	-0.00664099	-0.00367592
HG02095	3	-0.176587	-0.000109662
HG02095	4	-0.188892	0.00310588
HG02102	1	0.332725	-0.0140149
HG02102	2	1.69199	-0.0071836
HG02102	3	-0.676591	-0.0424341
HG02102	4	-0.0294349	-0.0756433
HG02104	1	-0.0146761	-0.0146761
HG02104	2	-0.00868473	-0.00868473
HG02104	3	-0.0477476	-0.0477476
HG02104	4	-0.0785832	-0.0785832
HG02105	1	-0.0547952	-0.014051
HG02105	2	0.0152881	-0.0113407
HG02105	3	0.473237	-0.0465588
HG02105	4	0.0132888	-0.0827206
HG02106	1	-0.0191728	-0.0157644
HG02106	2	-0.00630831	-0.0109241
HG02106	3	-0.0999372	-0.0447969
HG02106	4	-0.0349375	-0.0850628
HG02107	1	0.0340478	0.0340478
HG02107	2	-0.00614882	-0.00614882
HG02107	3	-0.000668909	-0.000668909
HG02107	4	0.00125065	0.00125065
HG02108	1	0.397551	0.027201
HG02108	2	0.371203	0.000837205
HG02108	3	0.368327	-0.00204137
HG02108	4	0.372608	0.00227408
HG02111	1	2.13015	0.0315427
HG02111	2	0.0869933	-0.00365614
HG02111	3	0.983116	0.00137099
HG02111	4	0.600701	0.00125905
HG02113	1	-0.0164317	-0.0164317
HG02113	2	-0.0306028	-0.0306028
HG02113	3	-0.0019107	-0.0019107
HG02113	4	0.0156625	0.0156625
HG02116	1	-0.016114	-0.016114
HG02116	2	-0.0316648	-0.0316648
HG02116	3	-0.000666647	-0.000666647
HG02116	4	0.014179	0.014179
HG02120	1	-0.512264	-0.0156645
HG02120	2	-1.04484	-0.0315245
HG02120	3	1.04544	0.00206319
HG02120	4	2.19641	0.0168639
HG02121	1	-0.0159999	-0.0159999
HG02121	2	-0.0317731	-0.0317731
HG02121	3	0.000707343	0.000707343
HG02121	4	0.0174315	0.0174315
HG02122	1	-0.0157035	-0.0157035
HG02122	2	-0.032197	-0.032197
HG02122	3	-0.00134099	-0.00134099
HG02122	4	0.0150753	0.0150753
HG02126	1	-0.0330601	-0.0164778
HG02126	2	-0.415219	-0.0313171
HG02126	3	-0.699776	-0.00284189
HG02126	4	1.65224	0.0158551
HG02127	1	-0.627693	-0.0163043
HG02127	2	-0.479911	-0.0306059
HG02127	3	1.54665	-0.000376795
HG02127	4	1.31535	0.0150495
HG02128	1	-0.327807	-0.0163204
HG02128	2	-0.782159	-0.0317197
HG02128	3	0.889241	-0.00276173
HG02128	4	0.846044	0.0159198
HG02129	1	0.485473	-0.0158636
HG02129	2	0.579202	-0.0301344
HG02129	3	0.835246	0.000789945
HG02129	4	0.723258	0.0122115
HG02130	1	-0.471797	-0.0163745
HG02130	2	-0.609552	-0.0318153
HG02130	3	-0.0423843	-0.00256442
HG02130	4	0.724814	0.0147583
HG02131	1	-0.0439192	-0.0153635
HG02131	2	-0.0813926	-0.0279006
HG02131	3	0.0963902	0.00278215
HG02131	4	0.154815	0.0063426
HG02132	1	0.00191023	-0.0159771
HG02132	2	-0.112564	-0.0309182
HG02132	3	-0.0523303	-8.60648e-05
HG02132	4	-0.0668016	0.0119005
HG02133	1	0.400987	-0.0162316
HG02133	2	-0.12361	-0.0316285
HG02133	3	1.32918	-0.00125402
HG02133	4	1.1261	0.0141899
HG02134	1	-0.652713	-0.0163514
HG02134	2	-1.1525	-0.031326
HG02134	3	2.17186	-0.00065505
HG02134	4	2.20489	0.0154411
HG02135	1	0.59696	-0.016345
HG02135	2	0.182599	-0.0316219
HG02135	3	1.30253	-4.87517e-05
HG02135	4	0.956409	0.0165831
HG02136	1	-0.0162788	-0.0162788
HG02136	2	-0.0305539	-0.0305539
HG02136	3	-0.000287584	-0.000287584
HG02136	4	0.0167362	0.0167362
HG02137	1	-0.251082	-0.0164965
HG02137	2	-0.343979	-0.0324818
HG02137	3	-0.380545	-0.00131294
HG02137	4	0.167912	0.0172462
HG02138	1	-0.740359	-0.015872
HG02138	2	-1.12314	-0.0315202
HG02138	3	2.10556	0.000426491
HG02138	4	-0.293003	0.0134118
HG02139	1	-0.526171	-0.0163617
HG02139	2	-0.48001	-0.0300361
HG02139	3	1.91147	-0.00249444
HG02139	4	0.399735	0.0143138
HG02140	1	-0.0158342	-0.0158342
HG02140	2	-0.0313601	-0.0313601
HG02140	3	0.000659541	0.000659541
HG02140	4	0.0148206	0.0148206
HG02141	1	-0.01592	-0.01592
HG02141	2	-0.0314143	-0.0314143
HG02141	3	-0.000760253	-0.000760253
HG02141	4	0.0180668	0.0180668
HG02142	1	0.0195252	-0.0154452
HG02142	2	-0.829668	-0.0263659
HG02142	3	0.0011853	-0.00299978
HG02142	4	1.04057	0.00880787
HG02143	1	0.97823	0.0275563
HG02143	2	0.0928927	0.000252784
HG02143	3	0.704057	-0.00170973
HG02143	4	0.452211	0.00314391
HG02144	1	1.29644	0.0318702
HG02144	2	-0.208166	-0.00343239
HG02144	3	0.0435011	0.00116853
HG02144	4	0.0654445	0.00301677
HG02145	1	-0.0209539	0.0292215
HG02145	2	0.933037	-0.00196162
HG02145	3	1.15433	-0.00181885
HG02145	4	0.420987	0.00192975
HG02146	1	-0.0668932	-0.0158342
HG02146	2	-0.008543	-0.00943476
HG02146	3	-0.171151	-0.0458481
HG02146	4	-0.329285	-0.0796106
HG02147	1	-0.0146458	-0.0146458
HG02147	2	-0.00984795	-0.00984795
HG02147	3	-0.0498494	-0.0498494
HG02147	4	-0.0811169	-0.0811169
HG02148	1	-0.0148446	-0.0148446
HG02148	2	-0.00884903	-0.00884903
HG02148	3	-0.0487683	-0.0487683
HG02148	4	-0.077827	-0.077827
HG02150	1	-0.0622417	-0.0156334
HG02150	2	0.131352	-0.0116931
HG02150	3	-0.118085	-0.0488311
HG02150	4	-0.354061	-0.0860582
HG02151	1	-0.0412853	-0.0158445
HG02151	2	-0.148934	-0.0319718
HG02151	3	0.120591	-0.00410226
HG02151	4	-0.0777003	0.0144399
HG02152	1	-0.0164827	-0.0164827
HG02152	2	-0.0325408	-0.0325408
HG02152	3	-0.00137112	-0.00137112
HG02152	4	0.0180142	0.0180142
HG02153	1	0.395845	-0.0160631
HG02153	2	0.000459795	-0.0326718
HG02153	3	1.26164	-0.00259573
HG02153	4	1.44319	0.0159776
HG02154	1	-0.442735	-0.0165023
HG02154	2	-0.789458	-0.0326311
HG02154	3	0.903244	-0.00305858
HG02154	4	1.18342	0.0175618
HG02155	1	-0.243255	-0.0161695
HG02155	2	-0.15936	-0.0321763
HG02155	3	0.32733	-0.0045986
HG02155	4	0.996166	0.014137
HG02156	1	0.00967296	-0.0165505
HG02156	2	-0.0708597	-0.0318716
HG02156	3	0.0815574	-0.00348543
HG02156	4	-0.0363877	0.0154023
HG02164	1	-0.0215817	-0.0163083
HG02164	2	-0.00740847	-0.0325616
HG02164	3	-0.0195169	-0.00431921
HG02164	4	0.010767	0.0147682
HG02165	1	-0.536701	-0.0163528
HG02165	2	-0.720704	-0.0317738
HG02165	3	0.612063	-0.00280419
HG02165	4	1.47509	0.0135233
HG02166	1	-0.013574	-0.0164571
HG02166	2	-0.00980032	-0.0320303
HG02166	3	-0.0124027	-0.00309101
HG02166	4	0.0206779	0.0165043
HG02178	1	-0.0163847	-0.0163847
HG02178	2	-0.031266	-0.031266
HG02178	3	-0.000619801	-0.000619801
HG02178	4	0.0161619	0.0161619
HG02179	1	-0.0301863	-0.0164584
HG02179	2	-0.49473	-0.0320452
HG02179	3	1.09784	-0.0033829
HG02179	4	0.671435	0.0172909
HG02180	1	0.369166	-0.0165121
HG02180	2	-0.941669	-0.0331146
HG02180	3	0.0707657	-0.00189857
HG02180	4	1.51853	0.0179192
HG02181	1	-0.0166902	-0.0166902
HG02181	2	-0.0332127	-0.0332127
HG02181	3	-0.00342051	-0.00342051
HG02181	4	0.020203	0.020203
HG02182	1	-0.0115141	-0.0165524
HG02182	2	0.0436771	-0.0319185
HG02182	3	0.0670364	-0.00225511
HG02182	4	0.00678036	0.0164129
HG02184	1	-0.0160063	-0.0160063
HG02184	2	-0.032658	-0.032658
HG02184	3	-0.00387072	-0.00387072
HG02184	4	0.016108	0.016108
HG02185	1	-0.02127	-0.016719
HG02185	2	0.071975	-0.0327137
HG02185	3	0.0248265	-0.00381861
HG02185	4	0.178145	0.0182753
HG02186	1	-0.0164225	-0.0164225
HG02186	2	-0.0327399	-0.0327399
HG02186	3	0.000440145	0.000440145
HG02186	4	0.0186948	0.0186948
HG02187	1	-0.0165789	-0.0165789
HG02187	2	-0.0326428	-0.0326428
HG02187	3	-0.00345754	-0.00345754
HG02187	4	0.015677	0.015677
HG02188	1	-0.0162901	-0.0162901
HG02188	2	-0.0330466	-0.0330466
HG02188	3	-0.0021489	-0.0021489
HG02188	4	0.0173839	0.0173839
HG02190	1	-0.0165571	-0.0165571
HG02190	2	-0.0320843	-0.0320843
HG02190	3	-0.00150149	-0.00150149
HG02190	4	0.0177829	0.0177829
HG02215	1	0.628691	-0.00983965
HG02215	2	1.22296	0.0276965
HG02215	3	-0.424411	-0.00873308
HG02215	4	0.927355	0.0206345
HG02219	1	-0.1763	-0.00888355
HG02219	2	1.60686	0.0274974
HG02219	3	0.773359	-0.010903
HG02219	4	1.51867	0.0230843
HG02220	1	0.116666	-0.00892188
HG02220	2	1.25897	0.0268355
HG02220	3	-1.11071	-0.00949764
HG02220	4	1.25106	0.0189037
HG02221	1	-0.618465	-0.00904474
HG02221	2	1.2115	0.0266529
HG02221	3	0.167206	-0.0121308
HG02221	4	1.23859	0.0180886
HG02222	1	-0.495424	-0.00902484
HG02222	2	1.48002	0.0263998
HG02222	3	0.50852	-0.0103654
HG02222	4	-0.0628683	0.0182423
HG02223	1	-0.00954216	-0.00954216
HG02223	2	0.0278406	0.0278406
HG02223	3	-0.0104478	-0.0104478
HG02223	4	0.0200979	0.0200979
HG02224	1	-0.310243	-0.00977235
HG02224	2	0.149817	0.0266839
HG02224	3	0.678723	-0.0134893
HG02224	4	1.25597	0.0195457
HG02225	1	-0.00977077	-0.00977077
HG02225	2	0.0271054	0.0271054
HG02225	3	-0.0132249	-0.0132249
HG02225	4	0.0210504	0.0210504
HG02229	1	-0.316855	-0.00919045
HG02229	2	1.18487	0.0272957
HG02229	3	-0.161177	-0.00932264
HG02229	4	0.762369	0.0163231
HG02230	1	-0.123419	-0.00956468
HG02230	2	1.41864	0.027147
HG02230	3	0.468544	-0.00766395
HG02230	4	1.24538	0.017822
HG02231	1	-0.210564	-0.00972092
HG02231	2	-0.0637528	0.0266675
HG02231	3	-0.157489	-0.00984591
HG02231	4	-0.565822	0.0177185
HG02232	1	-0.0165697	-0.00907825
HG02232	2	-0.00132495	0.0266991
HG02232	3	-0.0105414	-0.0117305
HG02232	4	0.105288	0.0199226
HG02233	1	0.995479	-0.009697
HG02233	2	1.51618	0.0276629
HG02233	3	-0.646714	-0.0115029
HG02233	4	1.32323	0.0197579
HG02234	1	-0.00975895	-0.00975895
HG02234	2	0.026725	0.026725
HG02234	3	-0.0128606	-0.0128606
HG02234	4	0.0197639	0.0197639
HG02235	1	-0.0716179	-0.00868965
HG02235	2	0.016794	0.0273742
HG02235	3	-0.00725207	-0.0088717
HG02235	4	0.097086	0.0202434
HG02236	1	-0.189867	-0.0093085
HG02236	2	1.56134	0.0282262
HG02236	3	1.30258	-0.0117903
HG02236	4	0.0678228	0.0174637
HG02237	1	0.546276	-0.00927601
HG02237	2	0.583822	0.0282577
HG02237	3	0.543485	-0.0120617
HG02237	4	0.573769	0.0182173
HG02238	1	0.218864	-0.00881104
HG02238	2	0.262305	0.0265083
HG02238	3	1.2365	-0.0129589
HG02238	4	0.644108	0.0154369
HG02239	1	-0.109892	-0.00770222
HG02239	2	0.596556	0.0257701
HG02239	3	-0.00189418	-0.0049455
HG02239	4	0.00280462	0.0163644
HG02240	1	-0.366645	-0.00868871
HG02240	2	1.74782	0.0255048
HG02240	3	-0.620406	-0.00935823
HG02240	4	0.63092	0.0151363
HG02250	1	-0.0162698	-0.0162698
HG02250	2	-0.0319602	-0.0319602
HG02250	3	-0.000456185	-0.000456185
HG02250	4	0.0157964	0.0157964
HG02252	1	-0.0131601	-0.0131601
HG02252	2	-0.00222088	-0.00222088
HG02252	3	-0.0411414	-0.0411414
HG02252	4	-0.0573033	-0.0573033
HG02253	1	-0.251652	-0.0129603
HG02253	2	-0.158513	0.00378886
HG02253	3	-0.0800633	-0.0280065
HG02253	4	2.39526	-0.0436055
HG02255	1	0.0321895	0.0321895
HG02255	2	-0.00350096	-0.00350096
HG02255	3	0.000910581	0.000910581
HG02255	4	0.00285063	0.00285063
HG02256	1	0.394802	0.0244382
HG02256	2	0.371849	0.0014386
HG02256	3	0.368291	-0.00208052
HG02256	4	0.371826	0.00142709
HG02257	1	0.0047399	0.0276941
HG02257	2	-0.0197001	-0.000463013
HG02257	3	-0.0242503	-0.000914572
HG02257	4	-0.146859	0.00306907
HG02258	1	0.399862	0.0294742
HG02258	2	0.368123	-0.00224254
HG02258	3	0.369409	-0.000963434
HG02258	4	0.370596	0.000244684
HG02259	1	0.271005	-0.015684
HG02259	2	0.202999	-0.010464
HG02259	3	0.38036	-0.0463691
HG02259	4	0.0408774	-0.0834105
HG02260	1	-0.013752	-0.013752
HG02260	2	-0.00868726	-0.00868726
HG02260	3	-0.0436174	-0.0436174
HG02260	4	-0.0761127	-0.0761127
HG02261	1	-0.0140957	-0.0140957
HG02261	2	-0.0108776	-0.0108776
HG02261	3	-0.0473462	-0.0473462
HG02261	4	-0.0806641	-0.0806641
HG02262	1	-0.0778293	-0.0142663
HG02262	2	0.0392282	-0.0060988
HG02262	3	0.0326675	-0.0408803
HG02262	4	-0.601842	-0.0688037
HG02265	1	0.0297331	-0.0151195
HG02265	2	-0.0108131	-0.0111089
HG02265	3	0.0425413	-0.0468517
HG02265	4	0.0125647	-0.0852593
HG02266	1	0.0938063	-0.0141359
HG02266	2	0.262934	-0.00996911
HG02266	3	0.0211539	-0.0485865
HG02266	4	0.0356515	-0.0787425
HG02271	1	-0.658702	-0.0133295
HG02271	2	1.3047	-0.0131796
HG02271	3	-2.00316	-0.0455734
HG02271	4	-0.418656	-0.083022
HG02272	1	-0.0169542	-0.0169542
HG02272	2	-0.0141046	-0.0141046
HG02272	3	-0.0516326	-0.0516326
HG02272	4	-0.093329	-0.093329
HG02273	1	-0.0162154	-0.0162154
HG02273	2	-0.011621	-0.011621
HG02273	3	-0.0498356	-0.0498356
HG02273	4	-0.0882479	-0.0882479
HG02274	1	0.0487192	-0.00283295
HG02274	2	0.55491	-0.00678374
HG02274	3	0.789654	-0.0294912
HG02274	4	0.695206	-0.0535331
HG02275	1	-0.0163339	-0.0163339
HG02275	2	-0.0121389	-0.0121389
HG02275	3	-0.0460221	-0.0460221
HG02275	4	-0.0874464	-0.0874464
HG02277	1	-0.0812348	-0.0146024
HG02277	2	-0.0598528	-0.00246315
HG02277	3	0.045636	-0.0379085
HG02277	4	-0.276491	-0.0596491
HG02278	1	0.234614	-0.0143789
HG02278	2	0.202158	-0.00968979
HG02278	3	-0.222583	-0.0473548
HG02278	4	1.91821	-0.0803298
HG02279	1	-0.0146413	-0.0146413
HG02279	2	-0.00713221	-0.00713221
HG02279	3	-0.0441251	-0.0441251
HG02279	4	-0.0713551	-0.0713551
HG02280	1	0.830316	0.0308643
HG02280	2	-0.186975	-0.0032371
HG02280	3	0.501248	-0.000120176
HG02280	4	0.0598568	0.00369926
HG02281	1	32.6456	0.032128
HG02281	2	-13.0002	-0.00411593
HG02281	3	10.0142	-0.000696022
HG02281	4	-48.1545	0.00258716
HG02282	1	1.17365	0.0262403
HG02282	2	-0.199668	-0.000213166
HG02282	3	0.409868	0.000150987
HG02282	4	0.0502767	0.00483371
HG02283	1	0.0252739	0.0252739
HG02283	2	0.00111397	0.00111397
HG02283	3	-0.00524473	-0.00524473
HG02283	4	0.00561498	0.00561498
HG02284	1	0.398089	0.0277315
HG02284	2	0.369949	-0.000398745
HG02284	3	0.367729	-0.0026347
HG02284	4	0.373142	0.00277756
HG02285	1	-0.0144258	-0.0144258
HG02285	2	-0.00563326	-0.00563326
HG02285	3	-0.0432326	-0.0432326
HG02285	4	-0.0689491	-0.0689491
