ID	freemix	status	freelk1	freelk0	chipmix
G2681	0.000223	PASS	-22854.7	-75405.6	NA
G2684	0.000693	PASS	-20775.7	-44826.5	NA
G2688-1	0.000152	PASS	-21299.7	-74666.9	NA
G2697	0.000738	PASS	-76036.9	-76372.3	NA
G2707	0.000000	PASS	-22810.3	-67623.7	NA
G2708	0.000618	PASS	-25598.8	-57103.6	NA
G2710	0.001080	PASS	-20007.2	-42304.1	NA
G2711	0.000212	PASS	-19969.3	-62899.1	NA
G2715	0.000148	PASS	-23003.5	-95197	NA
G2717	0.001280	PASS	-23636.7	-31388.3	NA
G2726	0.002326	PASS	-21474.6	-24527.6	NA
G2730	0.001344	PASS	-23851.8	-43192.9	NA
G2736	0.001060	PASS	-22403.3	-52944.5	NA
G2737	0.001778	PASS	-23008.1	-31198.4	NA
G2740	0.000976	PASS	-21731.1	-41029.8	NA
G2744	0.000901	PASS	-23246.7	-66516	NA
G2745	0.000791	PASS	-23497.9	-35740.8	NA
G2768	0.000629	PASS	-25169.6	-31527.2	NA
G2770	0.000615	PASS	-24024.8	-71140.3	NA
G2776	0.000276	PASS	-23821	-36036.6	NA
G2780	0.000245	PASS	-23275.6	-80000.3	NA
G2787	0.002132	PASS	-25221.6	-35039.3	NA
G2788	0.000040	PASS	-21873.1	-79370.5	NA
G2791	0.000451	PASS	-22057.7	-64106.7	NA
G2792	0.000427	PASS	-23837.8	-81412.8	NA
G2793	0.000638	PASS	-24884.8	-74642	NA
G2797D	0.000377	PASS	-21873	-49627.9	NA
G2799	0.000237	PASS	-24148	-81356	NA
G2818	0.000503	PASS	-21682.3	-45788.9	NA
G2823	0.000503	PASS	-25924	-50030.3	NA
G2829	0.001057	PASS	-24430.3	-77963	NA
G2844	0.000631	PASS	-23204.8	-81030.7	NA
G2849-1	0.000172	PASS	-22521.5	-90372.8	NA
G2850-1	0.000815	PASS	-19907.7	-68669.3	NA
G2851	0.000584	PASS	-22299.7	-68898.6	NA
G2853-1	0.000520	PASS	-18774.2	-77855.6	NA
G2854	0.000404	PASS	-23500.1	-31505.2	NA
G2856	0.000663	PASS	-21628.8	-62925.2	NA
G2857	0.000278	PASS	-25623.9	-58831.6	NA
G2859	0.000922	PASS	-26328.8	-58828.5	NA
G2870	0.001057	PASS	-21153.2	-52321.7	NA
G2878	0.000293	PASS	-22542.5	-80748.9	NA
G2879-1	0.000001	PASS	-23733.5	-79318	NA
G2880	0.000336	PASS	-22591.7	-79123.8	NA
G2884	0.000651	PASS	-23078.5	-74264.7	NA
G2905	0.001063	PASS	-23563.4	-64838.4	NA
G2906	0.000999	PASS	-22686.1	-44449.7	NA
G2908-1	0.000534	PASS	-20986.8	-59853.3	NA
G2915	0.002420	PASS	-19836.4	-32469.9	NA
G2928	0.000648	PASS	-24155.1	-27487	NA
G2930	0.000736	PASS	-21216.4	-25844.7	NA
G2937	0.001097	PASS	-23188.6	-27554.8	NA
G2941	0.000390	PASS	-23627.9	-66585.7	NA
G2945	0.000950	PASS	-22910.7	-46628.5	NA
G2951	0.000551	PASS	-22640.3	-71151.6	NA
G2954	0.000593	PASS	-21430.9	-43639.4	NA
G2957	0.000429	PASS	-25153.3	-67898	NA
G2963	0.000228	PASS	-22332.5	-86221.9	NA
G2966	0.000773	PASS	-20035.9	-65906.6	NA
G2969	0.000841	PASS	-20832	-48570.5	NA
G2971	0.000142	PASS	-23894.1	-50331.8	NA
G2976	0.000000	PASS	-23107.1	-68563.5	NA
G2978	0.000769	PASS	-22440.7	-65789.4	NA
G2979	0.000160	PASS	-20931.1	-75695.5	NA
G2980	0.000547	PASS	-23044.6	-86488.2	NA
G2982	0.000001	PASS	-23469.4	-82971.8	NA
G2986	0.000557	PASS	-25169.7	-61246.2	NA
G2987	0.000253	PASS	-20483.2	-72416.5	NA
G2989	0.000845	PASS	-21376.1	-65863.5	NA
G2990	0.000868	PASS	-21070.7	-53318.4	NA
G2994	0.001074	PASS	-19953.7	-42896.3	NA
G2997	0.000606	PASS	-22238.4	-52512	NA
G2998	0.000249	PASS	-21604.9	-91284.2	NA
G3001	0.000189	PASS	-26099.7	-79391.2	NA
G3002	0.000421	PASS	-27240.8	-78285.6	NA
G3003	0.000650	PASS	-22821.2	-58674.6	NA
G3008	0.003924	PASS	-23245.1	-23479.1	NA
G3013	0.000323	PASS	-21386.9	-49411.8	NA
G3014	0.000432	PASS	-20575.1	-79192	NA
G3017	0.001386	PASS	-23728.3	-41869.7	NA
G3018	0.000296	PASS	-23387.8	-76616.1	NA
G3020	0.000106	PASS	-24143.1	-82955.4	NA
G3021	0.000422	PASS	-22749.3	-53165.3	NA
G3025	0.000000	PASS	-19818.8	-19818.8	NA
G3026	0.000000	PASS	-22566.8	-22566.8	NA
G3027	0.000001	PASS	-21871.2	-66547.4	NA
G3028	0.000591	PASS	-22250.5	-44562.5	NA
G3030	0.001226	PASS	-22563.1	-36490.4	NA
G3034	0.000000	PASS	-22753.3	-53003.1	NA
G3035	0.000200	PASS	-23540.3	-81126.3	NA
G3042	0.000221	PASS	-21986.4	-74783.5	NA
G3046	0.000441	PASS	-23501	-70593.2	NA
G3050	0.000560	PASS	-22238	-73311.8	NA
G3051	0.000205	PASS	-23967.6	-102906	NA
G3052	0.000000	PASS	-24512.2	-42350.5	NA
G3056	0.002382	PASS	-22418.6	-23527.2	NA
G3057	0.000626	PASS	-24496.9	-74176.1	NA
G3061	0.000253	PASS	-21139.3	-81537.8	NA
G3062	0.000342	PASS	-21282.8	-70059.2	NA
G3063	0.001764	PASS	-21281.9	-53257.8	NA
G3070	0.000312	PASS	-24545.5	-79905.2	NA
G3071	0.000065	PASS	-21831.2	-92883.3	NA
G3072	0.000452	PASS	-21382.4	-71374	NA
G3079	0.000345	PASS	-24368.3	-78722.6	NA
G3086	0.000331	PASS	-22167.6	-68346.7	NA
G3090	0.001417	PASS	-20760.2	-49972.3	NA
G3091	0.000000	PASS	-19144.5	-78005.3	NA
G3092	0.000000	PASS	-19466	-92657.9	NA
G3094	0.001533	PASS	-20390.6	-49479.9	NA
G3096	0.000000	PASS	-19619.8	-60370.5	NA
G3101	0.000000	PASS	-19899.9	-49727.6	NA
G3103	0.000182	PASS	-23264.9	-44029.4	NA
G3109	0.000500	PASS	-23380.9	-78772.4	NA
G3111	0.000386	PASS	-22514.5	-39364.4	NA
G3119	0.000275	PASS	-24941.7	-72809	NA
G3125	0.000753	PASS	-19389.8	-64962	NA
G3129	0.001275	PASS	-21061.4	-41752.7	NA
G3130	0.001054	PASS	-20661.1	-60136.5	NA
G3131	0.000180	PASS	-24593.7	-91656	NA
G3132	0.000925	PASS	-21215.3	-54349.2	NA
G3135	0.000087	PASS	-21753	-77142.2	NA
G3136	0.000158	PASS	-21196.1	-80019.1	NA
G3140	0.000608	PASS	-21481	-72174.9	NA
G3141	0.000557	PASS	-21582.4	-84979.4	NA
G3142	0.000936	PASS	-22025	-52345.8	NA
G3144	0.000051	PASS	-23614.3	-81096.3	NA
G3146	0.000285	PASS	-20953.5	-55829	NA
G3147	0.000761	PASS	-20197.2	-24388.7	NA
G3157	0.000138	PASS	-25792.5	-91535.1	NA
G3167	0.000769	PASS	-22831.9	-32013	NA
G3168	0.000293	PASS	-22164.8	-79408.9	NA
G3171	0.000527	PASS	-22707.5	-71077.8	NA
G3172	0.000860	PASS	-23899	-68281.1	NA
G3175	0.000355	PASS	-24253.7	-47265.3	NA
G3176	0.000274	PASS	-20808.5	-75517.4	NA
G3178	0.000792	PASS	-23844.4	-75242.9	NA
G3180	0.000529	PASS	-23834	-49585.9	NA
G3181	0.001192	PASS	-25759.7	-26127.5	NA
G3184	0.000676	PASS	-23303.6	-63096.5	NA
G3185	0.000422	PASS	-23180.6	-47609.7	NA
G3186	0.001130	PASS	-24206.2	-55664.6	NA
G3187	0.000371	PASS	-23331.7	-73700.6	NA
G3191	0.000384	PASS	-21757	-70200.3	NA
G3195	0.000305	PASS	-22492	-63643.9	NA
G3201	0.001296	PASS	-20872	-64552.4	NA
G3202	0.000322	PASS	-23261.7	-78280.6	NA
G3203	0.000630	PASS	-26955.4	-66276	NA
G3204	0.000001	PASS	-24802.2	-45937	NA
G3205	0.000000	PASS	-28550.1	-60045.9	NA
G3208	0.001517	PASS	-24147.3	-33888.7	NA
G3218	0.000270	PASS	-22088.4	-94739.2	NA
G3231	0.000386	PASS	-24416.5	-78568.5	NA
G3233	0.000224	PASS	-23486.5	-72973.7	NA
G3242	0.000968	PASS	-23087.9	-80468.4	NA
G3247	0.000327	PASS	-20619.1	-57355.1	NA
G3256	0.000047	PASS	-23956.1	-94339.1	NA
G3257	0.000524	PASS	-24788	-67827.9	NA
G3263	0.000211	PASS	-21634.6	-42919	NA
G3267	0.000001	PASS	-25763.7	-73088.7	NA
G3268	0.001097	PASS	-23019.3	-61977.8	NA
G3270	0.000001	PASS	-22168.8	-63116.3	NA
G3273	0.000314	PASS	-23619.9	-84617.9	NA
G3283	0.001260	PASS	-21636.8	-65714.6	NA
G3285	0.000872	PASS	-23732.5	-71872.3	NA
G3286	0.000512	PASS	-27453.2	-70737.1	NA
G3288	0.000417	PASS	-22264	-75803.5	NA
G3294	0.000186	PASS	-19831.3	-75495.1	NA
G3296	0.000841	PASS	-23007.4	-68648.9	NA
G3297	0.000503	PASS	-24094.1	-62679.4	NA
G3299	0.000106	PASS	-73751.4	-90610.8	NA
G3301	0.000676	PASS	-19918.7	-60544.1	NA
G3303	0.000246	PASS	-22040.2	-74932.6	NA
G3306	0.000524	PASS	-22693.8	-74238.6	NA
G3309	0.000000	PASS	-22753.8	-80728.7	NA
G3311	0.002692	PASS	-21563.3	-24155	NA
G3313	0.000490	PASS	-23627.2	-70823.2	NA
G3314	0.000087	PASS	-22954.8	-85436.2	NA
G3317	0.001013	PASS	-24171.4	-28052.2	NA
G3319	0.000617	PASS	-22429.1	-28925.8	NA
G3322	0.000104	PASS	-21338.2	-91360.2	NA
G3324	0.000538	PASS	-21922.7	-55112.9	NA
G3330	0.000825	PASS	-21318.1	-61376.4	NA
G3336	0.000144	PASS	-23376	-78353.3	NA
G3343	0.000327	PASS	-71767.1	-74618.4	NA
G3344	0.000575	PASS	-22092.8	-58867	NA
G3346	0.001005	PASS	-21147	-33779.9	NA
G3348	0.000109	PASS	-21490.4	-91599.1	NA
G3357	0.000196	PASS	-25019.7	-91144.4	NA
G3363	0.000389	PASS	-28337.7	-90662.3	NA
G3366	0.000310	PASS	-22260.5	-41997.5	NA
G3370	0.000568	PASS	-21913.3	-60148.6	NA
G3373	0.002429	PASS	-23830.4	-32568.3	NA
G3376	0.000454	PASS	-22046.2	-43657.2	NA
G3378	0.000717	PASS	-24007.6	-33319.5	NA
G3379	0.000134	PASS	-29091.4	-108003	NA
G3383	0.000364	PASS	-23388.8	-82878.1	NA
G3384	0.000323	PASS	-22096	-91414.5	NA
G3392	0.000681	PASS	-21637.7	-38977.8	NA
G3393	0.000438	PASS	-73643.4	-74032.6	NA
G3394	0.000909	PASS	-23010.4	-24927.3	NA
G3395	0.000000	PASS	-26124.6	-90804.4	NA
G3398	0.000102	PASS	-25404.9	-75709	NA
G3399	0.001156	PASS	-22042	-73770.3	NA
G3407	0.000605	PASS	-22685.2	-64888.6	NA
G3408	0.000532	PASS	-23240.4	-64197.1	NA
G3412	0.002151	PASS	-25151	-25870.3	NA
G3417	0.000000	PASS	-22437.5	-45598.1	NA
G3418	0.000961	PASS	-24183.6	-42119.2	NA
G3421	0.000292	PASS	-20998.5	-53751.7	NA
G3426	0.001629	PASS	-24799.2	-27364.4	NA
G3429	0.000738	PASS	-23372.9	-44718.2	NA
G3431	0.000310	PASS	-19549.2	-52958	NA
G3432	0.000900	PASS	-19948.6	-55548.5	NA
G3437	0.001284	PASS	-23738.2	-35671.1	NA
G3441	0.000883	PASS	-21973	-49927.6	NA
G3446	0.001606	PASS	-24595.1	-26401.6	NA
G3449	0.000677	PASS	-22637.5	-52304.4	NA
G3456	0.000118	PASS	-25319.6	-92202.9	NA
G3464	0.000699	PASS	-23540.2	-64078.1	NA
G3467	0.000561	PASS	-25560.2	-77034.1	NA
G3470	0.000505	PASS	-26097.7	-67933.9	NA
G3475	0.000387	PASS	-22009.5	-25817.4	NA
G3483	0.000377	PASS	-21960	-60335.4	NA
G3486	0.000319	PASS	-25905.3	-60024.9	NA
G3487	0.000202	PASS	-24833.3	-99801.2	NA
G3500	0.000887	PASS	-23483.3	-35812.3	NA
G3506	0.000528	PASS	-23710.6	-53682.7	NA
G3508	0.000373	PASS	-22989.8	-68606	NA
G3512	0.000329	PASS	-24320.4	-38492.3	NA
G3515	0.000803	PASS	-20730.4	-61094	NA
G3524	0.000511	PASS	-22190.3	-77228.9	NA
G3525	0.000876	PASS	-22046.9	-60472.7	NA
G3527	0.001686	PASS	-23258.2	-25410.2	NA
G3534	0.000689	PASS	-21373.9	-59933.4	NA
G3537	0.000191	PASS	-22247.3	-81768.1	NA
G3538	0.002188	PASS	-21476.3	-30744.9	NA
G3551	0.000925	PASS	-21093.2	-50578.3	NA
G3552	0.001078	PASS	-20521.1	-21505.3	NA
G3553	0.000580	PASS	-21612.8	-29603.3	NA
G3554	0.001680	PASS	-19422.4	-44404.6	NA
G3556	0.000215	PASS	-20449.4	-65182	NA
G3559	0.000475	PASS	-24715.8	-54043.2	NA
G3561	0.000762	PASS	-21080.6	-28877	NA
G3569	0.000173	PASS	-21022.6	-69502.1	NA
G3572	0.000387	PASS	-21903.6	-88427.5	NA
G3576	0.000697	PASS	-22174.6	-23919.1	NA
G3577	0.000568	PASS	-22165.8	-70059.7	NA
G3589	0.000000	PASS	-22647.9	-85469.1	NA
G3596	0.001092	PASS	-22086.2	-24472.5	NA
G3601	0.000298	PASS	-22108.4	-57713.1	NA
G3603	0.001861	PASS	-20520.8	-25736	NA
G3607	0.000746	PASS	-21520.2	-26736.4	NA
G3610	0.000242	PASS	-22064.2	-64462.5	NA
G3612	0.000446	PASS	-21563.2	-70516.3	NA
G3613	0.001143	PASS	-21330.2	-33280.6	NA
G3616	0.000534	PASS	-23227.8	-59568.9	NA
G3617	0.000000	PASS	-25295.8	-67760.1	NA
G3622	0.000650	PASS	-23158	-75489.6	NA
G3623	0.001751	PASS	-20114.4	-27853.1	NA
G3624	0.000619	PASS	-19869.1	-46371.1	NA
G3626	0.000150	PASS	-24651.3	-85018.8	NA
G3629	0.000259	PASS	-20159.5	-73170.4	NA
G3631	0.003072	PASS	-19783.5	-21752.9	NA
G3632	0.000451	PASS	-22856.7	-68787	NA
G3633	0.000765	PASS	-24394.3	-36824.2	NA
G3640	0.000500	PASS	-25387	-83734.8	NA
G3641-1	0.000450	PASS	-25500	-89048.7	NA
G3643	0.000785	PASS	-23213.4	-68696.4	NA
G3648	0.001140	PASS	-18713.4	-63645.7	NA
G3650	0.000236	PASS	-21259.4	-73696	NA
G3652	0.000776	PASS	-21413	-49877.5	NA
G3657	0.000253	PASS	-22822	-70391.2	NA
G3663	0.000375	PASS	-21473.3	-72246.6	NA
G3667	0.001501	PASS	-21139.9	-67276.7	NA
G3675	0.000382	PASS	-22002.6	-62192.7	NA
G3676	0.000000	PASS	-19411.8	-92249.8	NA
G3677	0.000000	PASS	-21792.5	-43201.4	NA
G3678	0.000000	PASS	-31034.1	-111674	NA
G3682	0.000209	PASS	-31561.2	-79544.1	NA
G3683	0.000271	PASS	-28643.3	-83734.8	NA
G3684	0.000211	PASS	-27354.6	-36218.1	NA
G3686	0.000270	PASS	-25641.1	-75008	NA
G3688	0.000543	PASS	-28912.2	-41064.8	NA
G3689	0.000245	PASS	-28863.6	-75720.1	NA
G3694	0.000599	PASS	-21121.6	-64813.8	NA
G3696	0.000324	PASS	-22908.2	-80052.1	NA
G3697	0.000507	PASS	-23241	-76419.1	NA
G3699	0.000241	PASS	-21894	-69128.3	NA
G3703	0.000361	PASS	-22390.9	-81266.3	NA
G3708	0.000184	PASS	-24749.6	-94566.6	NA
G3713	0.018350	PASS	-24016.6	-24268.5	NA
G3715	0.000184	PASS	-23974.2	-74983.7	NA
G3716	0.003558	PASS	-21425.8	-21581.3	NA
G3729	0.000329	PASS	-18616.7	-77792	NA
G3731	0.000865	PASS	-25824.7	-51606.3	NA
G3732	0.000488	PASS	-20294	-80473.6	NA
G3735	0.000463	PASS	-25072.4	-72579.9	NA
G3741	0.000000	PASS	-23790.7	-67316.1	NA
G3746	0.000404	PASS	-22884.7	-79867.6	NA
G3748	0.000000	PASS	-22463.2	-22463.2	NA
G3749	0.000820	PASS	-23014.3	-47671	NA
G3754	0.000823	PASS	-23959	-55813.5	NA
G3755	0.000190	PASS	-21271.4	-72122	NA
G3756	0.000391	PASS	-22591.7	-66406.5	NA
G3757	0.000000	PASS	-21149.4	-30841.7	NA
G3760	0.000357	PASS	-22116	-87807.8	NA
G3810	0.000000	PASS	-21573.1	-21573.1	NA
G3818	0.000443	PASS	-19837.9	-84079.8	NA
G3831	0.000831	PASS	-21740.9	-41565.5	NA
G3832	0.000373	PASS	-20543.6	-92832.6	NA
G3833	0.003354	PASS	-21254.6	-24804.8	NA
G3840	0.000620	PASS	-23465.8	-70092.9	NA
G3842	0.000379	PASS	-21688.9	-77201.4	NA
G3843	0.000000	PASS	-23704.7	-67167.7	NA
G3845	0.000413	PASS	-22581.4	-85386.4	NA
G3852	0.000215	PASS	-22217.8	-82925.2	NA
G3859	0.000360	PASS	-21095.2	-81254.6	NA
G3862	0.000256	PASS	-21785.2	-76277.2	NA
G3865	0.001534	PASS	-18623.4	-58175.2	NA
G3879	0.000251	PASS	-22056.5	-75049.9	NA
G3883	0.000415	PASS	-21647.9	-62391.2	NA
G3890	0.000249	PASS	-22279.1	-66896.7	NA
G3901	0.000283	PASS	-23312.1	-70068.1	NA
G3905	0.000649	PASS	-23372.4	-65803.2	NA
G3916	0.000631	PASS	-18701.7	-66855.9	NA
G3926	0.000333	PASS	-22079.4	-78776.8	NA
G3927	0.000573	PASS	-22210.5	-72263.8	NA
G3934	0.000000	PASS	-23801.2	-78582.3	NA
G3936	0.000343	PASS	-21234.5	-67562	NA
G3939	0.000541	PASS	-20624.1	-79593.9	NA
G3943	0.001118	PASS	-19576.5	-62187.6	NA
G3945	0.001525	PASS	-19533.2	-32018.8	NA
G3947	0.000000	PASS	-21928.4	-51060.3	NA
G3952	0.000359	PASS	-25102.4	-64019.8	NA
G3954	0.000918	PASS	-23779.9	-55173.1	NA
G3961	0.000915	PASS	-25096.5	-35465.2	NA
G3967	0.000469	PASS	-24437.1	-78155.5	NA
G3979	0.000553	PASS	-22747.7	-24659.1	NA
G3980	0.000439	PASS	-22719.1	-70663.8	NA
G3981	0.000988	PASS	-25103.3	-26436	NA
G3982	0.000185	PASS	-24437.4	-81089.9	NA
G3986	0.000138	PASS	-24276	-71769	NA
G4006	0.000247	PASS	-22284.1	-73202.5	NA
G4008	0.001203	PASS	-23398	-38657.2	NA
G4009	0.000220	PASS	-23663.1	-62092.5	NA
G4016	0.000170	PASS	-26511.7	-95500.8	NA
G4017	0.000334	PASS	-25377.9	-74719.4	NA
G4020	0.001218	PASS	-20261.3	-54756.6	NA
G4028	0.001955	PASS	-23071.2	-42286.1	NA
G4029	0.000190	PASS	-21570.9	-96335.8	NA
G4033	0.000000	PASS	-19954	-54007.5	NA
G4038	0.000976	PASS	-22969.3	-36996.3	NA
G4039	0.001143	PASS	-22356.1	-38132.4	NA
G4053	0.000391	PASS	-23367.2	-80827.8	NA
G4054	0.000769	PASS	-21864.8	-79118.7	NA
G4064	0.000813	PASS	-22842.1	-39768.2	NA
G4069	0.000708	PASS	-21959.8	-66091.6	NA
G4071	0.000199	PASS	-22822.1	-51031.7	NA
G4073	0.000314	PASS	-23764.7	-87970.7	NA
G4074	0.000919	PASS	-23377.4	-30335.2	NA
G4075	0.001442	PASS	-24057.7	-26150.9	NA
G4077	0.000133	PASS	-22415.3	-77768.8	NA
G4079	0.000504	PASS	-22618.6	-77284.7	NA
G4080	0.001643	PASS	-21682.4	-34272.5	NA
G4087	0.000633	PASS	-23262.1	-36152.4	NA
G4090	0.000718	PASS	-22586.1	-58925.6	NA
G4092	0.000320	PASS	-25932.2	-57215	NA
G4096	0.000350	PASS	-23224.2	-77060.6	NA
G4098	0.000000	PASS	-22927.1	-65051.3	NA
G4099	0.000150	PASS	-24672.5	-95087	NA
G4104	0.000000	PASS	-21524.9	-75099.6	NA
G4108	0.001364	PASS	-22065.6	-43085.6	NA
G4109	0.000299	PASS	-21918.3	-83575.6	NA
G4111	0.000639	PASS	-22924.9	-73838	NA
G4120	0.000000	PASS	-23789.1	-64576.7	NA
G4123	0.000672	PASS	-20830.9	-59707.1	NA
G4126	0.000932	PASS	-23224.6	-28062.6	NA
G4128	0.000607	PASS	-23262.2	-60257.6	NA
G4130	0.000244	PASS	-23630.7	-32986.6	NA
G4131	0.000292	PASS	-23892.1	-65352.7	NA
G4133	0.000721	PASS	-21711.9	-38150.1	NA
G4144	0.000505	PASS	-22335.5	-34742.6	NA
G4146	0.000358	PASS	-22546.5	-73928.4	NA
G4147	0.002233	PASS	-22246.9	-26937.1	NA
G4151	0.001566	PASS	-22878.8	-26908.1	NA
G4152	0.001406	PASS	-23729.6	-35499.2	NA
G4154	0.000129	PASS	-19152.8	-58330.4	NA
G4160	0.000328	PASS	-20012.3	-58051.9	NA
G4161	0.001813	PASS	-24375.8	-25619.3	NA
G4167	0.000161	PASS	-22029.5	-101114	NA
G4168	0.000001	PASS	-21656.6	-48770.8	NA
G4171	0.001080	PASS	-21735.8	-54145.8	NA
G4173	0.001783	PASS	-18205	-67963.6	NA
G4175	0.001067	PASS	-21604	-27156.5	NA
G4177	0.001199	PASS	-23283.6	-62400.6	NA
G4179	0.000806	PASS	-22936.1	-37254.3	NA
G4184	0.000472	PASS	-21122.8	-83898.3	NA
G4186	0.000642	PASS	-21432.8	-60000.1	NA
G4187	0.000000	PASS	-23038.3	-71253.2	NA
G4194	0.000581	PASS	-21548	-52897.9	NA
G4197	0.000000	PASS	-22072.1	-36465.5	NA
G4201	0.002108	PASS	-20367.4	-27914.5	NA
G4203	0.000183	PASS	-22412.9	-71409.1	NA
G4204	0.000436	PASS	-21602.4	-67156.3	NA
G4205	0.000480	PASS	-20898.3	-70171	NA
G4206	0.000354	PASS	-20402.9	-79035.8	NA
G4213	0.000765	PASS	-21219.7	-54129.4	NA
G4216	0.000949	PASS	-22270.2	-45401.2	NA
G4221	0.000794	PASS	-21453.8	-59292.1	NA
G4225	0.004404	PASS	-22302.8	-23618.2	NA
G4228	0.000000	PASS	-20271.9	-51871.5	NA
G4229	0.002169	PASS	-21561.7	-53962.6	NA
G4231	0.000468	PASS	-19729.1	-73882.8	NA
G4233	0.000000	PASS	-18326.4	-66294.2	NA
G4237	0.000000	PASS	-19984	-19984	NA
G4239	0.000621	PASS	-21546.3	-73562.4	NA
G4256	0.000070	PASS	-20982.4	-79059.9	NA
G4257	0.000551	PASS	-20300.7	-65767.4	NA
G4258	0.000312	PASS	-20544.1	-66790.1	NA
G4259	0.001033	PASS	-23314.4	-59740.1	NA
G4260	0.000954	PASS	-22637.4	-31272.1	NA
G4265	0.000633	PASS	-22915.5	-66484.9	NA
G4274	0.001114	PASS	-20468.8	-61875.2	NA
G4278	0.000513	PASS	-20205.3	-69228.1	NA
G4284	0.001590	PASS	-21280.5	-34394.8	NA
G4285	0.001240	PASS	-21573.7	-60704.8	NA
G4287	0.000668	PASS	-22318.1	-31621.8	NA
G4290	0.000668	PASS	-22101.6	-41872.9	NA
G4293	0.001118	PASS	-19764.3	-64220.7	NA
G4294	0.000351	PASS	-22262.1	-86013.8	NA
G4312	0.000906	PASS	-21616.6	-59953.1	NA
G4314	0.000000	PASS	-21386.5	-63017.5	NA
G4315	0.000955	PASS	-19851.4	-69280.4	NA
G4320	0.000104	PASS	-21014.9	-85870.8	NA
G4321	0.000000	PASS	-20579.9	-57827.3	NA
G4335	0.000753	PASS	-19984.5	-23983.4	NA
G4337	0.001457	PASS	-20620.5	-37938.6	NA
G4341	0.000000	PASS	-21334.7	-66999.1	NA
G4354	0.000214	PASS	-23486.8	-77982.4	NA
G4355	0.000000	PASS	-18969.9	-26844.1	NA
G4357	0.000202	PASS	-21687	-81948.5	NA
G4358	0.000234	PASS	-20869.9	-78100.9	NA
G4361	0.000886	PASS	-20983.7	-44951.4	NA
G4362	0.000450	PASS	-22062.5	-73002.1	NA
G4363	0.000661	PASS	-19292.9	-59942.8	NA
G4365	0.001079	PASS	-21515.4	-51812.1	NA
G4366	0.000001	PASS	-21247.1	-66193.9	NA
G4368	0.000450	PASS	-21155.1	-46943	NA
G4374	0.000000	PASS	-21586.7	-21586.7	NA
G4379	0.000526	PASS	-22162.7	-53783.3	NA
G4383	0.000000	PASS	-21623.4	-59138.7	NA
G4392	0.000004	PASS	-20486.4	-21131.6	NA
G4393	0.000355	PASS	-22345.6	-85016.4	NA
G4401	0.000106	PASS	-19801.1	-77313.5	NA
G4408	0.000608	PASS	-20733.3	-39565.5	NA
G4409	0.000589	PASS	-19732.7	-37541.3	NA
G4412	0.000000	PASS	-19827.2	-40150.5	NA
G4413	0.001376	PASS	-20147.2	-37262.4	NA
G4429	0.000664	PASS	-18904.7	-61489.8	NA
G4436	0.000396	PASS	-19811.9	-69694.8	NA
G4437	0.000000	PASS	-19977	-59226	NA
G4438	0.000420	PASS	-20720.7	-70257	NA
G4440	0.001132	PASS	-19870.3	-60868.8	NA
G4449	0.000000	PASS	-20110.5	-38350.3	NA
G4467	0.000344	PASS	-19026.6	-73728.2	NA
G4473	0.000000	PASS	-21027.1	-49524.5	NA
G4474	0.000284	PASS	-27506.6	-44977.4	NA
G4476	0.000000	PASS	-19288.1	-19288.1	NA
G4477	0.001264	PASS	-22541.7	-72045.9	NA
G4480	0.001067	PASS	-20468.2	-21793.5	NA
G4486	0.000412	PASS	-22863.1	-74842.5	NA
G4487	0.000513	PASS	-22532.4	-70707.3	NA
G4495	0.000125	PASS	-21949.8	-97416.7	NA
G4496	0.000223	PASS	-21167.6	-71705	NA
G4527	0.000956	PASS	-21060.6	-33201.7	NA
G4529	0.000524	PASS	-25464.3	-89418.3	NA
G4537	0.000000	PASS	-24831.1	-67417.6	NA
G4538	0.000258	PASS	-23259.3	-69056.8	NA
G4540	0.000492	PASS	-22400.5	-71381.5	NA
G4553	0.000000	PASS	-23343.1	-23343.1	NA
G4556	0.000088	PASS	-25193.2	-99236	NA
G4565	0.000712	PASS	-23337.7	-83418.6	NA
G4567	0.000160	PASS	-24605.8	-94875	NA
G4569	0.000100	PASS	-22306.8	-73376.3	NA
G4583	0.001155	PASS	-23188.4	-65738.8	NA
G4589	0.000481	PASS	-23807.9	-77164.1	NA
G4590	0.001682	PASS	-21871.1	-39907.7	NA
G4594	0.000471	PASS	-22353.5	-55920.4	NA
G4595	0.000626	PASS	-23448	-59005.6	NA
G4600	0.000388	PASS	-20454.6	-92950.6	NA
G4601	0.000000	PASS	-21910.5	-98642.1	NA
G4609	0.000220	PASS	-22446.7	-70325.4	NA
G4619	0.000644	PASS	-22110.6	-30985.6	NA
G4620	0.000431	PASS	-19801.9	-64107.4	NA
G4621	0.000345	PASS	-21548.5	-78726.9	NA
G4622	0.000178	PASS	-20269.9	-85963.3	NA
G4623	0.000498	PASS	-20925.9	-41434.3	NA
G4624	0.000932	PASS	-23151	-67794.4	NA
G4630	0.000632	PASS	-22192.4	-57786.5	NA
G4647	0.000353	PASS	-21392.3	-72488.1	NA
G4650	0.000259	PASS	-22259.1	-44873.9	NA
G4653	0.000225	PASS	-19954.1	-57677.2	NA
G4655	0.000414	PASS	-27044.4	-77224.6	NA
G4659	0.000553	PASS	-21761.5	-71667.9	NA
G4663	0.000893	PASS	-23102	-48136.1	NA
