ID,优先纳入,PC,ContaminatingSample,IntendedSample
HG03702,FIRST,3,0.213497,0.0371634
HG03702,FIRST,4,0.487077,-0.00995192
HG03703,FIRST,1,-0.0173231,-0.0108226
HG03703,FIRST,2,1.11634,0.00788641
HG03703,FIRST,3,-0.284947,0.0345945
HG03703,FIRST,4,0.891861,-0.0153646
HG03705,FIRST,1,-0.467421,-0.00987133
HG03705,FIRST,2,1.48114,0.00630461
HG03705,FIRST,3,0.6699,0.0390333
HG03705,FIRST,4,0.785069,-0.0156341
HG03706,FIRST,1,-0.222767,-0.0110698
HG03706,FIRST,2,0.339966,0.00749525
HG03706,FIRST,3,0.977086,0.036448
HG03706,FIRST,4,0.0724776,-0.0150478
HG03708,FIRST,1,-0.181976,-0.010263
HG03708,FIRST,2,0.402905,0.0102779
HG03708,FIRST,3,0.704746,0.0279651
HG03708,FIRST,4,-0.368117,-0.012871
HG03709,FIRST,1,-0.0102746,-0.0102746
HG03709,FIRST,2,0.00854908,0.00854908
HG03709,FIRST,3,0.0336598,0.0336598
HG03709,FIRST,4,-0.0113657,-0.0113657
HG03711,FIRST,1,-0.163678,-0.0095732
HG03711,FIRST,2,0.443515,0.00685832
HG03711,FIRST,3,0.655909,0.0405647
HG03711,FIRST,4,1.41455,-0.0146237
HG03713,FIRST,1,-0.076825,-0.0103262
HG03713,FIRST,2,0.687804,0.00973788
HG03713,FIRST,3,0.386248,0.0287898
HG03713,FIRST,4,0.468367,-0.00933758
HG03714,FIRST,1,0.545617,-0.00994276
HG03714,FIRST,2,0.56458,0.00905015
HG03714,FIRST,3,0.585916,0.0303965
HG03714,FIRST,4,0.544499,-0.0110796
HG03716,FIRST,1,0.0118906,-0.010125
HG03716,FIRST,2,0.00113883,0.0109764
HG03716,FIRST,3,0.0232826,0.0306621
HG03716,FIRST,4,-0.0409419,-0.0124266
HG03717,FIRST,1,-0.0123968,-0.0102662
HG03717,FIRST,2,0.0169487,0.00674447
HG03717,FIRST,3,0.0678327,0.0443283
HG03717,FIRST,4,-0.0245623,-0.0160085
HG03718,FIRST,1,-0.00823948,-0.0101409
HG03718,FIRST,2,0.0196664,0.00680643
HG03718,FIRST,3,0.083009,0.0416027
HG03718,FIRST,4,0.0556187,-0.0173068
HG03720,FIRST,1,0.041302,-0.0102883
HG03720,FIRST,2,-0.0189776,0.00531951
HG03720,FIRST,3,0.0216857,0.038594
HG03720,FIRST,4,-0.0177092,-0.0165187
HG03722,FIRST,1,-0.0022306,-0.0102873
HG03722,FIRST,2,0.0411428,0.00559177
HG03722,FIRST,3,0.136196,0.0406135
HG03722,FIRST,4,-0.0903661,-0.0162956
HG03727,FIRST,1,-0.148365,-0.00979902
HG03727,FIRST,2,0.935,0.00762965
HG03727,FIRST,3,1.17441,0.0388965
HG03727,FIRST,4,0.581595,-0.0124019
HG03729,FIRST,1,-0.0260482,-0.00986081
HG03729,FIRST,2,0.0276386,0.0068029
HG03729,FIRST,3,0.0954109,0.0389072
HG03729,FIRST,4,-0.09327,-0.0159658
HG03730,FIRST,1,-1.0117,-0.0102823
HG03730,FIRST,2,0.756813,0.00523172
HG03730,FIRST,3,1.49005,0.042847
HG03730,FIRST,4,0.984757,-0.0186334
HG03731,FIRST,1,0.57901,-0.0105416
HG03731,FIRST,2,0.40569,0.00840976
HG03731,FIRST,3,1.14462,0.0365644
HG03731,FIRST,4,0.0334309,-0.0146794
HG03733,FIRST,1,-0.0101206,-0.0101206
HG03733,FIRST,2,0.00782508,0.00782508
HG03733,FIRST,3,0.0405689,0.0405689
HG03733,FIRST,4,-0.0121761,-0.0121761
HG03736,FIRST,1,-0.167148,-0.0105488
HG03736,FIRST,2,1.07183,0.00563269
HG03736,FIRST,3,1.24859,0.0363257
HG03736,FIRST,4,0.0337563,-0.0184424
HG03738,FIRST,1,0.257708,-0.0101815
HG03738,FIRST,2,0.860114,0.00657977
HG03738,FIRST,3,1.1796,0.0388721
HG03738,FIRST,4,0.0302271,-0.0183716
HG03740,FIRST,1,0.645853,-0.0101518
HG03740,FIRST,2,0.916674,0.00619203
HG03740,FIRST,3,0.728219,0.0397078
HG03740,FIRST,4,1.04995,-0.013717
HG03741,FIRST,1,-0.0327081,-0.0113975
HG03741,FIRST,2,0.0301149,0.00500168
HG03741,FIRST,3,-0.0267306,0.0389013
HG03741,FIRST,4,-0.0624073,-0.0132457
HG03742,FIRST,1,-0.0104777,-0.0104777
HG03742,FIRST,2,0.00588244,0.00588244
HG03742,FIRST,3,0.0398082,0.0398082
HG03742,FIRST,4,-0.0145735,-0.0145735
HG03743,FIRST,1,-0.00984351,-0.00984351
HG03743,FIRST,2,0.00368964,0.00368964
HG03743,FIRST,3,0.0421465,0.0421465
HG03743,FIRST,4,-0.0164951,-0.0164951
HG03744,FIRST,1,0.303373,-0.0106877
HG03744,FIRST,2,0.80358,0.00598887
HG03744,FIRST,3,1.56814,0.0374578
HG03744,FIRST,4,1.12548,-0.0178294
HG03745,FIRST,1,0.00380562,-0.0106911
HG03745,FIRST,2,0.643335,0.00779877
HG03745,FIRST,3,0.918244,0.0378534
HG03745,FIRST,4,0.316025,-0.0202358
HG03746,FIRST,1,-0.153243,-0.010784
HG03746,FIRST,2,0.8112,0.00883672
HG03746,FIRST,3,1.45253,0.0354671
HG03746,FIRST,4,0.939057,-0.0135697
HG03750,FIRST,1,-0.27944,-0.00991728
HG03750,FIRST,2,-0.177555,0.00446747
HG03750,FIRST,3,1.42813,0.0405364
HG03750,FIRST,4,1.09542,-0.017207
HG03752,FIRST,1,-0.00566932,-0.0104412
HG03752,FIRST,2,0.678751,0.00608192
HG03752,FIRST,3,1.32147,0.0371346
HG03752,FIRST,4,-0.464,-0.019734
HG03753,FIRST,1,0.360528,-0.0100421
HG03753,FIRST,2,1.46395,0.00498152
HG03753,FIRST,3,2.04155,0.0384388
HG03753,FIRST,4,0.95293,-0.0162302
HG03754,FIRST,1,-0.408073,-0.00979281
HG03754,FIRST,2,0.229182,0.0051889
HG03754,FIRST,3,1.10581,0.0428165
HG03754,FIRST,4,-0.52582,-0.0198814
HG03755,FIRST,1,-0.0172002,-0.00968367
HG03755,FIRST,2,0.0106856,0.00693793
HG03755,FIRST,3,0.0424847,0.038269
HG03755,FIRST,4,-0.0350262,-0.0150014
HG03756,FIRST,1,-0.0152229,-0.0100227
HG03756,FIRST,2,0.00680137,0.00566381
HG03756,FIRST,3,0.0734052,0.0378233
HG03756,FIRST,4,-0.0438639,-0.0171588
HG03757,FIRST,1,-0.0142739,-0.0104729
HG03757,FIRST,2,0.0132799,0.00411364
HG03757,FIRST,3,0.0599733,0.0413858
HG03757,FIRST,4,-0.0148523,-0.0171249
HG03760,FIRST,1,-0.193477,-0.0102479
HG03760,FIRST,2,-0.116577,0.00700722
HG03760,FIRST,3,1.13624,0.0376489
HG03760,FIRST,4,0.346187,-0.0148172
HG03762,FIRST,1,0.022892,-0.00970274
HG03762,FIRST,2,0.00835633,0.00731555
HG03762,FIRST,3,0.0291991,0.0364244
HG03762,FIRST,4,0.00421492,-0.01091
HG03765,FIRST,1,0.252982,-0.010355
HG03765,FIRST,2,0.513589,0.0120692
HG03765,FIRST,3,1.32276,0.0281501
HG03765,FIRST,4,0.691146,-0.00420819
HG03767,FIRST,1,-0.0168934,-0.0106767
HG03767,FIRST,2,0.0155897,0.0142844
HG03767,FIRST,3,0.0400842,0.0197502
HG03767,FIRST,4,-0.0247872,-0.00214067
HG03770,FIRST,1,-0.0356137,-0.0105244
HG03770,FIRST,2,-0.0211529,0.00424105
HG03770,FIRST,3,0.0738685,0.0370192
HG03770,FIRST,4,-0.177565,-0.015189
HG03771,FIRST,1,-0.0207523,-0.0104624
HG03771,FIRST,2,0.0232823,0.00541089
HG03771,FIRST,3,0.0425172,0.0370953
HG03771,FIRST,4,0.0132106,-0.0142616
HG03772,FIRST,1,-0.352577,-0.0104093
HG03772,FIRST,2,0.517944,0.00575754
HG03772,FIRST,3,0.736431,0.043832
HG03772,FIRST,4,-2.38388,-0.0203239
HG03773,FIRST,1,-0.0429648,-0.0101734
HG03773,FIRST,2,0.0488788,0.00563824
HG03773,FIRST,3,0.080847,0.0435291
HG03773,FIRST,4,-0.0286682,-0.0202123
HG03774,FIRST,1,0.865287,-0.0100236
HG03774,FIRST,2,0.581142,0.00796226
HG03774,FIRST,3,2.0471,0.0395411
HG03774,FIRST,4,-0.0430196,-0.0128931
HG03775,FIRST,1,0.423218,-0.0101056
HG03775,FIRST,2,0.471703,0.00729654
HG03775,FIRST,3,1.38007,0.0390787
HG03775,FIRST,4,0.0910205,-0.0143393
HG03777,FIRST,1,0.231775,-0.0103048
HG03777,FIRST,2,2.53473,0.00793401
HG03777,FIRST,3,1.09799,0.0395355
HG03777,FIRST,4,-0.824664,-0.0142493
HG03778,FIRST,1,-0.0464704,-0.0095938
HG03778,FIRST,2,0.0273079,0.00523686
HG03778,FIRST,3,0.143422,0.0378569
HG03778,FIRST,4,-0.119138,-0.0159516
HG03779,FIRST,1,0.761205,-0.0104676
HG03779,FIRST,2,0.0471156,0.00412421
HG03779,FIRST,3,1.36336,0.0405999
HG03779,FIRST,4,0.290702,-0.0170187
HG03780,FIRST,1,-0.357775,-0.010218
HG03780,FIRST,2,0.912064,0.00901649
HG03780,FIRST,3,1.16171,0.0385732
HG03780,FIRST,4,-0.00743319,-0.0110805
HG03781,FIRST,1,0.028646,-0.0100066
HG03781,FIRST,2,1.16183,0.00636966
HG03781,FIRST,3,0.209208,0.0346754
HG03781,FIRST,4,0.47289,-0.0146932
HG03782,FIRST,1,-0.113322,-0.010387
HG03782,FIRST,2,-0.0255166,0.00839423
HG03782,FIRST,3,0.930628,0.0388239
HG03782,FIRST,4,0.28534,-0.0144943
HG03784,FIRST,1,0.465756,-0.00971638
HG03784,FIRST,2,0.518075,0.00665741
HG03784,FIRST,3,1.13861,0.042611
HG03784,FIRST,4,0.744023,-0.0197889
HG03785,FIRST,1,-0.156838,-0.0102575
HG03785,FIRST,2,0.286611,0.00457736
HG03785,FIRST,3,1.07399,0.0431069
HG03785,FIRST,4,0.414916,-0.0173704
HG03786,FIRST,1,-0.00986961,-0.00986961
HG03786,FIRST,2,0.0063564,0.0063564
HG03786,FIRST,3,0.0448829,0.0448829
HG03786,FIRST,4,-0.01601,-0.01601
HG03787,FIRST,1,-0.00908022,-0.00974791
HG03787,FIRST,2,0.0208123,0.0048195
HG03787,FIRST,3,-0.038773,0.0442732
HG03787,FIRST,4,-0.14004,-0.018682
HG03788,FIRST,1,-0.185266,-0.00994524
HG03788,FIRST,2,0.883612,0.00843547
HG03788,FIRST,3,1.52117,0.0367594
HG03788,FIRST,4,0.558009,-0.017911
HG03789,FIRST,1,-0.00756754,-0.0103869
HG03789,FIRST,2,0.00333324,0.00884273
HG03789,FIRST,3,0.0252587,0.0307002
HG03789,FIRST,4,-0.00811176,-0.0130054
HG03790,FIRST,1,-0.978569,-0.010288
HG03790,FIRST,2,0.350267,0.00703071
HG03790,FIRST,3,0.306465,0.0343913
HG03790,FIRST,4,0.929187,-0.0160262
HG03792,FIRST,1,-0.0284045,-0.0106552
HG03792,FIRST,2,-0.00665855,0.00791597
HG03792,FIRST,3,0.121214,0.0389115
HG03792,FIRST,4,-0.0502654,-0.0141945
HG03793,FIRST,1,-0.0109453,-0.0109453
HG03793,FIRST,2,0.00547362,0.00547362
HG03793,FIRST,3,0.0353927,0.0353927
HG03793,FIRST,4,-0.0165037,-0.0165037
HG03796,FIRST,1,0.013075,-0.0109968
HG03796,FIRST,2,-0.0155706,0.000150806
HG03796,FIRST,3,0.0141886,0.0322671
HG03796,FIRST,4,-0.0356458,-0.0112288
HG03800,FIRST,1,-0.124869,-0.0107776
HG03800,FIRST,2,0.14,4.78e-05
HG03800,FIRST,3,0.511032,0.0327351
HG03800,FIRST,4,-0.323032,-0.0141509
HG03802,FIRST,1,0.563352,-0.0107769
HG03802,FIRST,2,0.43805,0.00281795
HG03802,FIRST,3,0.43879,0.0348117
HG03802,FIRST,4,2.06422,-0.0100904
HG03803,FIRST,1,0.54141,-0.0111541
HG03803,FIRST,2,0.499692,0.00160927
HG03803,FIRST,3,0.47921,0.0320631
HG03803,FIRST,4,0.123349,-0.0141009
HG03805,FIRST,1,-0.0275738,-0.0111749
HG03805,FIRST,2,0.00715887,0.00509119
HG03805,FIRST,3,0.0660991,0.0325116
HG03805,FIRST,4,-0.00736521,-0.0109677
HG03808,FIRST,1,-0.0264114,-0.0109412
HG03808,FIRST,2,-0.100423,0.00208827
HG03808,FIRST,3,-0.00919502,0.0274201
HG03808,FIRST,4,-0.133925,-0.0139716
HG03809,FIRST,1,-0.0103768,-0.0103768
HG03809,FIRST,2,0.002891,0.002891
HG03809,FIRST,3,0.0329913,0.0329913
HG03809,FIRST,4,-0.0160453,-0.0160453
HG03812,FIRST,1,-0.011986,-0.011304
HG03812,FIRST,2,0.00831754,0.00174409
HG03812,FIRST,3,0.0781354,0.0313514
HG03812,FIRST,4,0.0348824,-0.0142196
HG03814,FIRST,1,0.614261,-0.0114896
HG03814,FIRST,2,-0.0435978,0.000769353
HG03814,FIRST,3,1.10975,0.0342336
HG03814,FIRST,4,0.671201,-0.00891959
HG03815,FIRST,1,-0.0266426,-0.0110269
HG03815,FIRST,2,-0.0725629,0.00165168
HG03815,FIRST,3,0.522729,0.0322332
HG03815,FIRST,4,-0.0340662,-0.0147973
HG03817,FIRST,1,-0.025187,-0.0113924
HG03817,FIRST,2,0.00589233,0.00325389
HG03817,FIRST,3,0.0596881,0.0314349
HG03817,FIRST,4,-0.0162205,-0.0112711
HG03821,FIRST,1,-0.000698345,-0.01072
HG03821,FIRST,2,0.00134396,0.00393841
HG03821,FIRST,3,0.0457899,0.0363207
HG03821,FIRST,4,-0.00665975,-0.013021
HG03823,FIRST,1,0.00672277,-0.012059
HG03823,FIRST,2,-0.006473,0.00299621
HG03823,FIRST,3,0.1647,0.0298895
HG03823,FIRST,4,-0.0483253,-0.0156026
HG03824,FIRST,1,0.0582984,-0.011025
HG03824,FIRST,2,-0.0367964,0.00364433
HG03824,FIRST,3,0.0755582,0.0268714
HG03824,FIRST,4,-0.0417602,-0.011822
HG03826,FIRST,1,-0.0141098,-0.00993405
HG03826,FIRST,2,0.00514502,0.00337071
HG03826,FIRST,3,0.0700267,0.0306211
HG03826,FIRST,4,0.0113535,-0.0117096
HG03829,FIRST,1,0.0384846,-0.0110885
HG03829,FIRST,2,0.869856,0.00271115
HG03829,FIRST,3,1.34578,0.0333949
HG03829,FIRST,4,0.553346,-0.0145365
HG03830,FIRST,1,-0.429715,-0.0109595
HG03830,FIRST,2,0.370039,0.00121089
HG03830,FIRST,3,0.698174,0.0325001
HG03830,FIRST,4,0.57722,-0.0101937
HG03832,FIRST,1,-0.0115602,-0.0110704
HG03832,FIRST,2,-0.00256253,0.00226478
HG03832,FIRST,3,0.0337557,0.0291496
HG03832,FIRST,4,-0.0102353,-0.0121644
HG03833,FIRST,1,-0.0212266,-0.0105435
HG03833,FIRST,2,0.00268308,0.00239106
HG03833,FIRST,3,0.0242403,0.0288587
HG03833,FIRST,4,-0.0672618,-0.0111689
HG03836,FIRST,1,-0.509684,-0.0103798
HG03836,FIRST,2,0.123655,0.00627488
HG03836,FIRST,3,1.06793,0.0367981
HG03836,FIRST,4,0.772302,-0.0129377
HG03837,FIRST,1,-0.016424,-0.0109614
HG03837,FIRST,2,0.0258882,0.00742245
HG03837,FIRST,3,-0.0329779,0.0360339
HG03837,FIRST,4,0.00151451,-0.0136768
HG03838,FIRST,1,-0.0214228,-0.00997507
HG03838,FIRST,2,0.0527425,0.00517344
HG03838,FIRST,3,0.112839,0.0430786
HG03838,FIRST,4,-0.215169,-0.0157843
HG03844,FIRST,1,-0.0136326,-0.0104157
HG03844,FIRST,2,0.00144026,0.00553288
HG03844,FIRST,3,0.0916686,0.0376188
HG03844,FIRST,4,-0.0667046,-0.0168853
HG03846,FIRST,1,-0.201413,-0.0104465
HG03846,FIRST,2,-0.173304,0.00516875
HG03846,FIRST,3,0.744263,0.04198
HG03846,FIRST,4,-0.912195,-0.0141618
HG03848,FIRST,1,-0.015581,-0.00990561
HG03848,FIRST,2,0.00764711,0.00635264
HG03848,FIRST,3,0.0374672,0.0392434
HG03848,FIRST,4,0.0193451,-0.0181526
HG03849,FIRST,1,-0.649673,-0.0103592
HG03849,FIRST,2,0.592883,0.00539144
HG03849,FIRST,3,1.73287,0.0388167
HG03849,FIRST,4,-0.338027,-0.0117295
HG03850,FIRST,1,-0.00554159,-0.0103572
HG03850,FIRST,2,0.00188297,0.00610436
HG03850,FIRST,3,0.0346082,0.0371348
HG03850,FIRST,4,-0.0269909,-0.0163016
HG03851,FIRST,1,-0.512662,-0.00963384
HG03851,FIRST,2,1.68707,0.00731597
HG03851,FIRST,3,1.83629,0.0391375
HG03851,FIRST,4,1.33766,-0.0142439
HG03854,FIRST,1,-0.00764724,-0.00951304
HG03854,FIRST,2,-0.00776149,0.00630061
HG03854,FIRST,3,0.0512341,0.0386975
HG03854,FIRST,4,-0.057453,-0.0175894
HG03856,FIRST,1,-0.0102602,-0.0102602
HG03856,FIRST,2,0.0043013,0.0043013
HG03856,FIRST,3,0.0432922,0.0432922
HG03856,FIRST,4,-0.0181651,-0.0181651
HG03857,FIRST,1,-0.0192141,-0.0103934
HG03857,FIRST,2,0.0209072,0.00685315
HG03857,FIRST,3,0.112147,0.0371541
HG03857,FIRST,4,0.0305228,-0.0141803
HG03858,FIRST,1,0.0211669,-0.00963068
HG03858,FIRST,2,-0.00190842,0.00416303
HG03858,FIRST,3,-0.0102418,0.0366617
HG03858,FIRST,4,-0.0373761,-0.0173358
HG03861,FIRST,1,-0.0115101,-0.0100488
HG03861,FIRST,2,0.0175448,0.00650608
HG03861,FIRST,3,0.0941893,0.0434461
HG03861,FIRST,4,-0.0966352,-0.017976
HG03862,FIRST,1,-0.0439991,-0.0106205
HG03862,FIRST,2,-0.0302447,0.00751565
HG03862,FIRST,3,0.0635303,0.0384812
HG03862,FIRST,4,-0.0466764,-0.0151688
HG03863,FIRST,1,-0.0138833,-0.0101707
HG03863,FIRST,2,0.022703,0.00682104
HG03863,FIRST,3,0.0674515,0.0397756
HG03863,FIRST,4,0.039171,-0.0158265
HG03864,FIRST,1,-0.357321,-0.0101509
HG03864,FIRST,2,1.14763,0.00820305
HG03864,FIRST,3,0.0531754,0.0399191
HG03864,FIRST,4,0.973049,-0.0154779
HG03866,FIRST,1,-0.444861,-0.0104601
HG03866,FIRST,2,1.1169,0.00567515
HG03866,FIRST,3,-0.0778967,0.03767
HG03866,FIRST,4,0.850388,-0.0149673
HG03867,FIRST,1,-0.00998604,-0.00998604
HG03867,FIRST,2,0.00439022,0.00439022
HG03867,FIRST,3,0.0414111,0.0414111
HG03867,FIRST,4,-0.0175701,-0.0175701
HG03868,FIRST,1,-0.0380928,-0.0100168
HG03868,FIRST,2,-0.00258877,0.00920958
HG03868,FIRST,3,0.0548638,0.0345509
HG03868,FIRST,4,0.0269571,-0.0130874
HG03869,FIRST,1,-0.0307551,-0.0103447
HG03869,FIRST,2,0.0269842,0.00643932
HG03869,FIRST,3,0.0965658,0.0377794
HG03869,FIRST,4,-0.0063603,-0.0167018
HG03870,FIRST,1,-0.0149478,-0.0103777
HG03870,FIRST,2,0.0127187,0.00730504
HG03870,FIRST,3,0.0319605,0.0385546
HG03870,FIRST,4,0.000673649,-0.0194094
HG03871,FIRST,1,-0.0331358,-0.00997167
HG03871,FIRST,2,-0.00445137,0.00703962
HG03871,FIRST,3,0.117603,0.0396558
HG03871,FIRST,4,-0.0681719,-0.0156074
HG03872,FIRST,1,-0.0101847,-0.0101847
HG03872,FIRST,2,0.00884344,0.00884344
HG03872,FIRST,3,0.0391067,0.0391067
HG03872,FIRST,4,-0.011653,-0.011653
HG03873,FIRST,1,-0.798052,-0.0101677
HG03873,FIRST,2,0.484852,0.00564452
HG03873,FIRST,3,1.05299,0.0409322
HG03873,FIRST,4,1.20821,-0.0206968
HG03874,FIRST,1,-0.204798,-0.00958413
HG03874,FIRST,2,0.149063,0.00672551
HG03874,FIRST,3,1.12381,0.0390435
HG03874,FIRST,4,-0.731463,-0.0132841
HG03875,FIRST,1,-0.0117842,-0.00995213
HG03875,FIRST,2,0.02409,0.00884003
HG03875,FIRST,3,0.000638747,0.0322521
HG03875,FIRST,4,-0.0221544,-0.0127045
HG03882,FIRST,1,0.282776,-0.0101025
HG03882,FIRST,2,0.924936,0.00759363
HG03882,FIRST,3,1.02278,0.0401439
HG03882,FIRST,4,0.176806,-0.021539
HG03884,FIRST,1,0.036459,-0.0101514
HG03884,FIRST,2,-0.00748942,0.00706647
HG03884,FIRST,3,-0.00524671,0.0381769
HG03884,FIRST,4,0.00174311,-0.0160498
HG03885,FIRST,1,0.167444,-0.0102795
HG03885,FIRST,2,0.735255,0.00545548
HG03885,FIRST,3,1.05802,0.0388547
HG03885,FIRST,4,1.42431,-0.0194385
HG03886,FIRST,1,0.255644,-0.0101391
HG03886,FIRST,2,0.308,0.00804785
HG03886,FIRST,3,0.826257,0.041823
HG03886,FIRST,4,1.10879,-0.0145336
HG03887,FIRST,1,-0.0103787,-0.0105383
HG03887,FIRST,2,0.0183228,0.0059666
HG03887,FIRST,3,0.0546009,0.0374526
HG03887,FIRST,4,-0.0394035,-0.0147181
HG03888,FIRST,1,-0.0232991,-0.0106812
HG03888,FIRST,2,-0.0468334,0.00917306
HG03888,FIRST,3,0.111793,0.0308252
HG03888,FIRST,4,-0.0440425,-0.0105502
HG03890,FIRST,1,-0.0102329,-0.0102329
HG03890,FIRST,2,0.00661596,0.00661596
HG03890,FIRST,3,0.037042,0.037042
HG03890,FIRST,4,-0.0172662,-0.0172662
HG03894,FIRST,1,-0.0155319,-0.0095885
HG03894,FIRST,2,-0.00317412,0.00711786
HG03894,FIRST,3,0.0550622,0.0425817
HG03894,FIRST,4,-0.0412374,-0.0151523
HG03895,FIRST,1,-0.016167,-0.0096745
HG03895,FIRST,2,0.000981437,0.00542871
HG03895,FIRST,3,0.0597562,0.0389015
HG03895,FIRST,4,-0.0647231,-0.0198223
HG03896,FIRST,1,-0.0146051,-0.0105781
HG03896,FIRST,2,-0.0121907,0.00437111
HG03896,FIRST,3,0.049938,0.0367362
HG03896,FIRST,4,-0.0503534,-0.0179117
HG03897,FIRST,1,-0.133169,-0.00979492
HG03897,FIRST,2,0.0590344,0.00776515
HG03897,FIRST,3,1.26986,0.037109
HG03897,FIRST,4,-0.138073,-0.0193067
HG03898,FIRST,1,-0.0163327,-0.0100028
HG03898,FIRST,2,0.0133559,0.00632398
HG03898,FIRST,3,0.0375548,0.0408293
HG03898,FIRST,4,-0.0208395,-0.0146887
HG03899,FIRST,1,-0.0188617,-0.0104545
HG03899,FIRST,2,0.0182625,0.00599553
HG03899,FIRST,3,0.0129848,0.0391426
HG03899,FIRST,4,-0.0176269,-0.007597
HG03900,FIRST,1,-0.0104289,-0.0104289
HG03900,FIRST,2,0.00702128,0.00702128
HG03900,FIRST,3,0.0396215,0.0396215
HG03900,FIRST,4,-0.0134641,-0.0134641
HG03902,FIRST,1,-0.281416,-0.0110603
HG03902,FIRST,2,-0.050682,0.00317452
HG03902,FIRST,3,1.07142,0.0311133
HG03902,FIRST,4,0.139923,-0.0118869
HG03905,FIRST,1,-0.481159,-0.0110901
HG03905,FIRST,2,-0.0619592,0.00309343
HG03905,FIRST,3,0.887563,0.0320391
HG03905,FIRST,4,-0.665655,-0.0141778
HG03907,FIRST,1,-0.0409872,-0.0103767
HG03907,FIRST,2,0.0394951,0.0032245
HG03907,FIRST,3,0.0516029,0.0332543
HG03907,FIRST,4,0.00836121,-0.0068646
HG03908,FIRST,1,-0.0178449,-0.00982168
HG03908,FIRST,2,0.0111968,0.00465012
HG03908,FIRST,3,0.0668571,0.0370368
HG03908,FIRST,4,-0.0598141,-0.0154804
HG03910,FIRST,1,0.544528,-0.0110221
HG03910,FIRST,2,0.558656,0.00310966
HG03910,FIRST,3,0.585242,0.0297452
HG03910,FIRST,4,0.546994,-0.00859714
HG03911,FIRST,1,0.0863545,-0.0114758
HG03911,FIRST,2,-0.181172,0.00417378
HG03911,FIRST,3,1.70037,0.031579
HG03911,FIRST,4,-0.458077,-0.0112984
HG03913,FIRST,1,-0.0110763,-0.0110763
HG03913,FIRST,2,0.00258186,0.00258186
HG03913,FIRST,3,0.0312467,0.0312467
HG03913,FIRST,4,-0.0138994,-0.0138994
HG03914,FIRST,1,-0.0156022,-0.011292
HG03914,FIRST,2,-0.0174774,0.00190043
HG03914,FIRST,3,0.102286,0.0339921
HG03914,FIRST,4,0.0157788,-0.0130648
HG03916,FIRST,1,0.434043,-0.0112426
HG03916,FIRST,2,0.746292,0.000476236
HG03916,FIRST,3,-0.20368,0.0313634
HG03916,FIRST,4,0.98265,-0.00907653
HG03917,FIRST,1,-0.0108892,-0.0104136
HG03917,FIRST,2,0.00111208,0.00391689
HG03917,FIRST,3,0.0434119,0.0309502
HG03917,FIRST,4,-0.0247145,-0.0114099
HG03919,FIRST,1,-0.0333632,-0.010329
HG03919,FIRST,2,0.0727534,0.0060404
HG03919,FIRST,3,0.0814513,0.0330072
HG03919,FIRST,4,0.0308178,-0.0124215
HG03920,FIRST,1,-0.040382,-0.0108512
HG03920,FIRST,2,0.0181825,0.00353417
HG03920,FIRST,3,0.0724728,0.0338868
HG03920,FIRST,4,-0.0672875,-0.0129907
HG03922,FIRST,1,-0.0164302,-0.011121
HG03922,FIRST,2,-0.0205045,0.00292428
HG03922,FIRST,3,0.0208768,0.0298543
HG03922,FIRST,4,0.00379474,-0.01046
HG03925,FIRST,1,-0.031552,-0.0103721
HG03925,FIRST,2,0.0249254,0.00113607
HG03925,FIRST,3,0.158475,0.0297418
HG03925,FIRST,4,-0.0828996,-0.0120867
HG03926,FIRST,1,-0.0204468,-0.0107067
HG03926,FIRST,2,0.0118936,0.000295605
HG03926,FIRST,3,0.114416,0.0311067
HG03926,FIRST,4,0.0175187,-0.00842976
HG03928,FIRST,1,-0.0161481,-0.0111068
HG03928,FIRST,2,0.0254202,0.00332126
HG03928,FIRST,3,0.0133891,0.032715
HG03928,FIRST,4,-0.0265517,-0.012795
HG03931,FIRST,1,-0.30182,-0.0120549
HG03931,FIRST,2,1.32459,0.0008887
HG03931,FIRST,3,1.79729,0.0283507
HG03931,FIRST,4,1.63843,-0.0131625
HG03934,FIRST,1,-0.0105269,-0.0105269
HG03934,FIRST,2,0.00157338,0.00157338
HG03934,FIRST,3,0.0287791,0.0287791
HG03934,FIRST,4,-0.0118901,-0.0118901
HG03937,FIRST,1,-0.024,-0.0112431
HG03937,FIRST,2,-2.54e-05,0.00290229
HG03937,FIRST,3,0.0592642,0.0347193
HG03937,FIRST,4,0.000302075,-0.0117425
HG03940,FIRST,1,-0.303092,-0.00976951
HG03940,FIRST,2,0.157829,0.00588811
HG03940,FIRST,3,1.09248,0.0389115
HG03940,FIRST,4,0.433669,-0.0163108
HG03941,FIRST,1,-0.0210088,-0.0109756
HG03941,FIRST,2,0.00168389,0.00402399
HG03941,FIRST,3,0.0498088,0.0398238
HG03941,FIRST,4,-0.0450909,-0.0195945
HG03943,FIRST,1,-0.0526761,-0.00967976
HG03943,FIRST,2,0.00789657,0.0063459
HG03943,FIRST,3,-0.101694,0.0394943
HG03943,FIRST,4,0.359542,-0.0211742
HG03944,FIRST,1,-0.00602892,-0.0102032
HG03944,FIRST,2,0.022499,0.00692346
HG03944,FIRST,3,0.0935429,0.0373503
HG03944,FIRST,4,-0.0957187,-0.0167264
HG03945,FIRST,1,-0.10555,-0.00952133
HG03945,FIRST,2,0.692307,0.00648489
HG03945,FIRST,3,0.726037,0.0401542
HG03945,FIRST,4,0.672104,-0.01369
